filename,label,prediccion
rock.00052.wav.1,rock,rock
reggae.00057.wav.25,reggae,reggae
country.00054.wav.28,country,country
jazz.00007.wav.25,jazz,jazz
reggae.00065.wav.22,reggae,reggae
country.00081.wav.19,country,country
disco.00041.wav.20,disco,disco
classical.00042.wav.16,classical,classical
blues.00080.wav.0,blues,blues
pop.00059.wav.17,pop,pop
blues.00079.wav.7,blues,blues
pop.00000.wav.0,pop,pop
country.00029.wav.16,country,country
blues.00064.wav.24,blues,blues
rock.00094.wav.15,rock,rock
blues.00071.wav.10,blues,blues
country.00011.wav.16,country,country
pop.00031.wav.6,pop,pop
reggae.00068.wav.17,reggae,reggae
pop.00047.wav.17,pop,pop
jazz.00099.wav.7,jazz,jazz
blues.00062.wav.12,blues,blues
pop.00077.wav.4,pop,pop
jazz.00035.wav.2,jazz,jazz
pop.00013.wav.3,pop,pop
classical.00077.wav.21,classical,classical
hiphop.00056.wav.5,hiphop,hiphop
reggae.00011.wav.29,reggae,reggae
pop.00090.wav.4,pop,pop
country.00043.wav.1,country,country
disco.00026.wav.27,disco,disco
country.00017.wav.8,country,country
country.00089.wav.9,country,country
country.00008.wav.19,country,country
hiphop.00012.wav.21,hiphop,hiphop
jazz.00061.wav.19,jazz,jazz
classical.00035.wav.14,classical,classical
classical.00063.wav.10,classical,classical
jazz.00067.wav.29,jazz,jazz
jazz.00093.wav.16,jazz,jazz
rock.00031.wav.20,rock,rock
metal.00056.wav.22,metal,metal
classical.00055.wav.13,classical,classical
jazz.00045.wav.6,jazz,jazz
rock.00059.wav.5,rock,rock
country.00040.wav.10,country,country
reggae.00069.wav.16,reggae,reggae
classical.00014.wav.6,classical,classical
disco.00092.wav.23,disco,disco
disco.00046.wav.21,disco,reggae
classical.00002.wav.4,classical,classical
disco.00084.wav.25,disco,disco
metal.00026.wav.2,metal,metal
disco.00082.wav.26,disco,disco
reggae.00096.wav.11,reggae,reggae
classical.00093.wav.24,classical,classical
blues.00072.wav.21,blues,blues
metal.00037.wav.29,metal,metal
jazz.00012.wav.26,jazz,jazz
disco.00037.wav.14,disco,disco
reggae.00056.wav.28,reggae,reggae
pop.00001.wav.21,pop,pop
rock.00057.wav.0,rock,rock
rock.00048.wav.21,rock,rock
hiphop.00006.wav.20,hiphop,hiphop
metal.00057.wav.5,metal,metal
hiphop.00026.wav.2,hiphop,hiphop
metal.00085.wav.0,metal,metal
hiphop.00015.wav.0,hiphop,hiphop
pop.00020.wav.0,pop,pop
reggae.00089.wav.24,reggae,reggae
hiphop.00083.wav.1,hiphop,hiphop
jazz.00021.wav.17,jazz,jazz
country.00033.wav.26,country,jazz
hiphop.00037.wav.15,hiphop,hiphop
classical.00081.wav.0,classical,classical
country.00052.wav.2,country,country
rock.00095.wav.26,rock,rock
classical.00044.wav.0,classical,classical
metal.00025.wav.7,metal,metal
disco.00094.wav.24,disco,disco
reggae.00084.wav.9,reggae,reggae
jazz.00048.wav.6,jazz,jazz
blues.00060.wav.29,blues,blues
pop.00009.wav.4,pop,reggae
classical.00013.wav.23,classical,classical
rock.00081.wav.16,rock,rock
disco.00045.wav.3,disco,disco
jazz.00092.wav.29,jazz,jazz
country.00084.wav.8,country,country
hiphop.00000.wav.9,hiphop,hiphop
rock.00034.wav.24,rock,rock
country.00030.wav.14,country,country
disco.00040.wav.9,disco,disco
reggae.00071.wav.28,reggae,reggae
reggae.00056.wav.23,reggae,reggae
blues.00064.wav.5,blues,blues
hiphop.00076.wav.18,hiphop,hiphop
disco.00053.wav.6,disco,disco
pop.00017.wav.5,pop,pop
country.00016.wav.1,country,country
classical.00017.wav.5,classical,classical
disco.00016.wav.4,disco,disco
blues.00020.wav.20,blues,blues
country.00084.wav.4,country,country
pop.00033.wav.2,pop,pop
classical.00005.wav.25,classical,classical
reggae.00046.wav.6,reggae,reggae
jazz.00013.wav.21,jazz,jazz
blues.00052.wav.24,blues,blues
rock.00010.wav.18,rock,rock
reggae.00008.wav.9,reggae,reggae
disco.00003.wav.0,disco,disco
country.00047.wav.11,country,country
country.00085.wav.3,country,country
rock.00097.wav.0,rock,rock
jazz.00035.wav.15,jazz,jazz
blues.00047.wav.2,blues,blues
jazz.00036.wav.1,jazz,jazz
rock.00024.wav.16,rock,rock
pop.00081.wav.14,pop,disco
metal.00076.wav.16,metal,metal
rock.00070.wav.6,rock,rock
reggae.00034.wav.1,reggae,reggae
blues.00066.wav.4,blues,blues
hiphop.00043.wav.8,hiphop,hiphop
metal.00031.wav.3,metal,metal
disco.00029.wav.12,disco,pop
hiphop.00021.wav.19,hiphop,hiphop
reggae.00055.wav.0,reggae,reggae
jazz.00009.wav.15,jazz,jazz
country.00071.wav.11,country,country
metal.00007.wav.19,metal,metal
classical.00095.wav.8,classical,classical
pop.00065.wav.0,pop,pop
classical.00004.wav.24,classical,classical
disco.00000.wav.2,disco,disco
rock.00016.wav.28,rock,metal
classical.00034.wav.13,classical,disco
reggae.00026.wav.21,reggae,reggae
reggae.00058.wav.14,reggae,reggae
classical.00076.wav.11,classical,classical
country.00062.wav.19,country,country
rock.00009.wav.1,rock,rock
country.00049.wav.16,country,country
rock.00012.wav.24,rock,rock
country.00090.wav.3,country,country
country.00073.wav.28,country,country
hiphop.00042.wav.24,hiphop,hiphop
jazz.00069.wav.8,jazz,jazz
jazz.00068.wav.12,jazz,jazz
metal.00049.wav.22,metal,metal
metal.00066.wav.12,metal,metal
disco.00006.wav.8,disco,disco
metal.00067.wav.5,metal,metal
jazz.00067.wav.28,jazz,jazz
metal.00048.wav.11,metal,metal
country.00084.wav.12,country,country
country.00033.wav.17,country,jazz
blues.00011.wav.20,blues,blues
blues.00014.wav.19,blues,blues
reggae.00009.wav.20,reggae,reggae
country.00033.wav.20,country,country
country.00077.wav.29,country,country
hiphop.00070.wav.17,hiphop,hiphop
disco.00060.wav.27,disco,disco
pop.00043.wav.11,pop,pop
country.00077.wav.6,country,country
blues.00080.wav.14,blues,blues
hiphop.00066.wav.20,hiphop,hiphop
disco.00054.wav.21,disco,disco
pop.00052.wav.20,pop,pop
disco.00031.wav.28,disco,disco
hiphop.00037.wav.8,hiphop,hiphop
classical.00054.wav.8,classical,classical
disco.00020.wav.29,disco,country
blues.00048.wav.17,blues,blues
country.00057.wav.25,country,country
blues.00007.wav.21,blues,blues
country.00027.wav.13,country,country
pop.00041.wav.19,pop,pop
disco.00008.wav.27,disco,disco
disco.00009.wav.14,disco,disco
classical.00014.wav.7,classical,classical
classical.00010.wav.2,classical,classical
disco.00036.wav.5,disco,disco
jazz.00041.wav.22,jazz,jazz
pop.00015.wav.5,pop,pop
blues.00027.wav.26,blues,blues
hiphop.00077.wav.28,hiphop,pop
classical.00073.wav.22,classical,classical
metal.00044.wav.27,metal,metal
disco.00002.wav.17,disco,disco
classical.00059.wav.5,classical,classical
blues.00058.wav.25,blues,disco
hiphop.00065.wav.27,hiphop,hiphop
reggae.00099.wav.20,reggae,reggae
reggae.00003.wav.2,reggae,reggae
metal.00013.wav.19,metal,disco
blues.00096.wav.20,blues,blues
pop.00053.wav.28,pop,pop
country.00073.wav.3,country,country
country.00031.wav.8,country,country
jazz.00040.wav.17,jazz,jazz
jazz.00016.wav.4,jazz,blues
reggae.00042.wav.22,reggae,reggae
rock.00033.wav.11,rock,rock
metal.00004.wav.29,metal,metal
blues.00036.wav.11,blues,blues
disco.00089.wav.14,disco,disco
pop.00073.wav.23,pop,pop
disco.00058.wav.3,disco,rock
pop.00047.wav.18,pop,pop
rock.00059.wav.27,rock,rock
blues.00008.wav.10,blues,blues
country.00016.wav.24,country,country
metal.00099.wav.22,metal,metal
disco.00054.wav.7,disco,disco
classical.00027.wav.21,classical,classical
jazz.00095.wav.22,jazz,jazz
reggae.00072.wav.12,reggae,reggae
hiphop.00028.wav.6,hiphop,hiphop
reggae.00027.wav.25,reggae,reggae
jazz.00022.wav.5,jazz,jazz
blues.00001.wav.6,blues,blues
metal.00018.wav.11,metal,metal
pop.00047.wav.21,pop,pop
hiphop.00002.wav.5,hiphop,hiphop
jazz.00027.wav.3,jazz,jazz
pop.00044.wav.17,pop,pop
reggae.00064.wav.26,reggae,reggae
hiphop.00072.wav.24,hiphop,hiphop
blues.00089.wav.5,blues,blues
reggae.00093.wav.14,reggae,reggae
reggae.00044.wav.5,reggae,reggae
country.00060.wav.17,country,country
metal.00075.wav.4,metal,metal
pop.00088.wav.5,pop,pop
rock.00096.wav.9,rock,rock
classical.00015.wav.23,classical,classical
blues.00041.wav.14,blues,blues
classical.00094.wav.11,classical,classical
jazz.00027.wav.2,jazz,jazz
jazz.00023.wav.4,jazz,jazz
blues.00089.wav.10,blues,blues
rock.00056.wav.26,rock,rock
blues.00097.wav.0,blues,blues
pop.00019.wav.6,pop,pop
metal.00090.wav.26,metal,metal
rock.00026.wav.20,rock,rock
classical.00024.wav.13,classical,classical
classical.00059.wav.7,classical,classical
pop.00096.wav.1,pop,pop
pop.00009.wav.17,pop,pop
metal.00078.wav.5,metal,metal
blues.00071.wav.13,blues,blues
hiphop.00097.wav.2,hiphop,hiphop
disco.00037.wav.19,disco,disco
disco.00014.wav.19,disco,disco
classical.00034.wav.9,classical,classical
blues.00096.wav.7,blues,blues
reggae.00043.wav.19,reggae,reggae
rock.00011.wav.18,rock,rock
blues.00013.wav.7,blues,blues
rock.00099.wav.27,rock,rock
hiphop.00058.wav.8,hiphop,hiphop
jazz.00084.wav.13,jazz,jazz
reggae.00003.wav.13,reggae,reggae
classical.00010.wav.11,classical,classical
disco.00080.wav.0,disco,disco
country.00087.wav.4,country,country
classical.00046.wav.10,classical,classical
hiphop.00088.wav.29,hiphop,hiphop
classical.00081.wav.9,classical,classical
rock.00079.wav.5,rock,rock
rock.00074.wav.27,rock,rock
disco.00074.wav.12,disco,disco
country.00082.wav.28,country,country
blues.00059.wav.3,blues,blues
pop.00018.wav.2,pop,pop
reggae.00077.wav.14,reggae,reggae
reggae.00083.wav.2,reggae,classical
disco.00015.wav.22,disco,reggae
country.00005.wav.28,country,country
disco.00019.wav.22,disco,disco
rock.00097.wav.27,rock,rock
rock.00071.wav.24,rock,rock
disco.00065.wav.20,disco,blues
pop.00077.wav.16,pop,pop
disco.00039.wav.21,disco,disco
pop.00033.wav.27,pop,pop
country.00011.wav.1,country,disco
pop.00092.wav.18,pop,pop
disco.00096.wav.1,disco,jazz
pop.00020.wav.1,pop,pop
country.00097.wav.18,country,country
hiphop.00029.wav.8,hiphop,hiphop
country.00055.wav.24,country,country
classical.00075.wav.25,classical,classical
reggae.00081.wav.26,reggae,reggae
jazz.00015.wav.9,jazz,jazz
jazz.00018.wav.26,jazz,jazz
disco.00024.wav.12,disco,disco
metal.00008.wav.17,metal,metal
rock.00098.wav.29,rock,rock
pop.00033.wav.10,pop,pop
disco.00035.wav.11,disco,disco
classical.00064.wav.18,classical,classical
classical.00010.wav.16,classical,classical
disco.00061.wav.1,disco,disco
country.00035.wav.20,country,country
pop.00067.wav.7,pop,pop
metal.00018.wav.23,metal,metal
metal.00014.wav.1,metal,metal
reggae.00070.wav.9,reggae,reggae
reggae.00007.wav.12,reggae,reggae
reggae.00031.wav.15,reggae,reggae
disco.00012.wav.26,disco,disco
classical.00010.wav.21,classical,classical
pop.00053.wav.24,pop,pop
rock.00008.wav.1,rock,rock
reggae.00049.wav.29,reggae,reggae
jazz.00028.wav.29,jazz,jazz
disco.00088.wav.15,disco,disco
hiphop.00019.wav.24,hiphop,hiphop
pop.00097.wav.9,pop,pop
country.00002.wav.3,country,country
jazz.00059.wav.25,jazz,jazz
pop.00014.wav.25,pop,pop
reggae.00084.wav.26,reggae,reggae
rock.00049.wav.9,rock,rock
hiphop.00023.wav.13,hiphop,hiphop
jazz.00025.wav.19,jazz,jazz
classical.00097.wav.21,classical,classical
metal.00008.wav.3,metal,metal
metal.00085.wav.12,metal,metal
metal.00049.wav.12,metal,metal
country.00076.wav.3,country,country
country.00061.wav.12,country,country
hiphop.00063.wav.26,hiphop,hiphop
classical.00046.wav.14,classical,classical
blues.00034.wav.19,blues,blues
hiphop.00075.wav.28,hiphop,hiphop
rock.00059.wav.6,rock,rock
reggae.00050.wav.6,reggae,reggae
reggae.00086.wav.0,reggae,reggae
reggae.00029.wav.28,reggae,reggae
classical.00032.wav.24,classical,classical
pop.00057.wav.29,pop,pop
disco.00083.wav.9,disco,disco
country.00000.wav.27,country,country
hiphop.00072.wav.11,hiphop,hiphop
reggae.00023.wav.7,reggae,reggae
blues.00056.wav.20,blues,country
country.00032.wav.23,country,country
disco.00051.wav.28,disco,disco
hiphop.00027.wav.19,hiphop,hiphop
pop.00002.wav.11,pop,pop
pop.00061.wav.19,pop,pop
jazz.00042.wav.15,jazz,jazz
jazz.00072.wav.8,jazz,jazz
pop.00043.wav.14,pop,pop
classical.00005.wav.15,classical,classical
blues.00087.wav.29,blues,reggae
pop.00061.wav.12,pop,pop
pop.00026.wav.24,pop,pop
reggae.00061.wav.8,reggae,pop
blues.00057.wav.20,blues,blues
jazz.00041.wav.25,jazz,jazz
classical.00063.wav.22,classical,classical
disco.00020.wav.19,disco,disco
disco.00058.wav.20,disco,disco
hiphop.00072.wav.18,hiphop,hiphop
jazz.00007.wav.26,jazz,jazz
jazz.00063.wav.1,jazz,jazz
classical.00029.wav.29,classical,classical
rock.00059.wav.4,rock,rock
reggae.00099.wav.2,reggae,reggae
hiphop.00087.wav.18,hiphop,hiphop
jazz.00027.wav.10,jazz,jazz
hiphop.00042.wav.13,hiphop,hiphop
reggae.00093.wav.16,reggae,reggae
disco.00048.wav.22,disco,disco
pop.00080.wav.7,pop,pop
jazz.00045.wav.4,jazz,jazz
disco.00081.wav.4,disco,reggae
jazz.00042.wav.1,jazz,jazz
blues.00037.wav.3,blues,blues
disco.00085.wav.22,disco,disco
disco.00070.wav.3,disco,disco
pop.00091.wav.1,pop,pop
reggae.00023.wav.8,reggae,reggae
metal.00020.wav.14,metal,metal
rock.00004.wav.3,rock,rock
hiphop.00057.wav.28,hiphop,hiphop
metal.00050.wav.23,metal,metal
metal.00049.wav.24,metal,metal
disco.00007.wav.1,disco,pop
blues.00062.wav.1,blues,blues
disco.00058.wav.2,disco,disco
disco.00059.wav.24,disco,disco
jazz.00038.wav.24,jazz,jazz
classical.00020.wav.1,classical,classical
reggae.00099.wav.8,reggae,reggae
metal.00035.wav.14,metal,metal
disco.00018.wav.12,disco,disco
disco.00062.wav.16,disco,disco
jazz.00090.wav.17,jazz,jazz
rock.00074.wav.23,rock,rock
jazz.00018.wav.7,jazz,jazz
blues.00016.wav.19,blues,blues
hiphop.00071.wav.22,hiphop,hiphop
blues.00073.wav.12,blues,blues
blues.00011.wav.5,blues,blues
rock.00086.wav.14,rock,rock
jazz.00043.wav.22,jazz,jazz
metal.00054.wav.3,metal,metal
country.00049.wav.7,country,country
country.00009.wav.4,country,country
metal.00045.wav.24,metal,metal
reggae.00085.wav.23,reggae,reggae
reggae.00047.wav.21,reggae,reggae
metal.00083.wav.10,metal,metal
rock.00068.wav.15,rock,rock
metal.00052.wav.3,metal,metal
classical.00021.wav.8,classical,classical
rock.00058.wav.17,rock,rock
jazz.00091.wav.28,jazz,jazz
pop.00076.wav.5,pop,pop
blues.00099.wav.6,blues,blues
pop.00065.wav.15,pop,pop
classical.00015.wav.24,classical,classical
disco.00027.wav.2,disco,disco
pop.00058.wav.10,pop,pop
jazz.00096.wav.14,jazz,jazz
reggae.00068.wav.24,reggae,reggae
pop.00003.wav.3,pop,pop
country.00040.wav.23,country,country
metal.00017.wav.7,metal,metal
jazz.00088.wav.8,jazz,jazz
metal.00082.wav.8,metal,metal
jazz.00017.wav.20,jazz,jazz
pop.00053.wav.3,pop,pop
rock.00059.wav.17,rock,rock
classical.00031.wav.7,classical,classical
reggae.00081.wav.9,reggae,reggae
metal.00009.wav.23,metal,metal
disco.00032.wav.23,disco,disco
rock.00012.wav.19,rock,rock
blues.00099.wav.2,blues,blues
pop.00039.wav.21,pop,pop
blues.00008.wav.1,blues,blues
metal.00086.wav.17,metal,metal
reggae.00030.wav.20,reggae,reggae
country.00082.wav.1,country,country
jazz.00067.wav.20,jazz,jazz
country.00035.wav.3,country,country
jazz.00021.wav.22,jazz,jazz
disco.00053.wav.25,disco,disco
pop.00032.wav.17,pop,pop
metal.00004.wav.2,metal,metal
rock.00035.wav.20,rock,rock
jazz.00060.wav.3,jazz,jazz
country.00063.wav.2,country,country
jazz.00090.wav.4,jazz,jazz
disco.00045.wav.23,disco,disco
country.00024.wav.5,country,country
reggae.00013.wav.18,reggae,reggae
hiphop.00034.wav.3,hiphop,hiphop
reggae.00096.wav.18,reggae,reggae
disco.00011.wav.1,disco,disco
classical.00038.wav.1,classical,classical
country.00008.wav.15,country,country
rock.00060.wav.27,rock,rock
hiphop.00042.wav.2,hiphop,hiphop
pop.00052.wav.1,pop,pop
jazz.00063.wav.24,jazz,jazz
pop.00002.wav.12,pop,pop
jazz.00002.wav.4,jazz,jazz
jazz.00093.wav.2,jazz,jazz
hiphop.00073.wav.13,hiphop,hiphop
metal.00016.wav.20,metal,metal
blues.00079.wav.15,blues,blues
rock.00084.wav.19,rock,rock
blues.00098.wav.27,blues,blues
classical.00054.wav.24,classical,classical
blues.00050.wav.14,blues,blues
pop.00006.wav.16,pop,pop
blues.00067.wav.10,blues,blues
jazz.00007.wav.24,jazz,jazz
rock.00054.wav.11,rock,rock
hiphop.00021.wav.6,hiphop,hiphop
blues.00068.wav.12,blues,blues
metal.00016.wav.26,metal,metal
reggae.00099.wav.22,reggae,reggae
hiphop.00085.wav.8,hiphop,hiphop
hiphop.00023.wav.29,hiphop,hiphop
classical.00090.wav.11,classical,classical
hiphop.00003.wav.6,hiphop,hiphop
reggae.00013.wav.6,reggae,reggae
metal.00063.wav.19,metal,metal
hiphop.00026.wav.18,hiphop,hiphop
pop.00081.wav.27,pop,disco
reggae.00077.wav.27,reggae,reggae
metal.00012.wav.9,metal,metal
country.00036.wav.6,country,country
blues.00037.wav.22,blues,blues
disco.00011.wav.25,disco,disco
jazz.00002.wav.13,jazz,jazz
hiphop.00022.wav.14,hiphop,hiphop
reggae.00004.wav.21,reggae,reggae
jazz.00044.wav.24,jazz,jazz
metal.00025.wav.23,metal,metal
jazz.00025.wav.11,jazz,jazz
metal.00065.wav.25,metal,metal
reggae.00013.wav.0,reggae,reggae
hiphop.00040.wav.24,hiphop,pop
reggae.00006.wav.10,reggae,reggae
reggae.00059.wav.11,reggae,reggae
hiphop.00093.wav.29,hiphop,hiphop
hiphop.00052.wav.1,hiphop,hiphop
reggae.00068.wav.2,reggae,reggae
reggae.00095.wav.26,reggae,reggae
disco.00044.wav.24,disco,disco
classical.00040.wav.26,classical,classical
pop.00005.wav.25,pop,pop
disco.00014.wav.1,disco,disco
metal.00069.wav.27,metal,metal
pop.00091.wav.9,pop,pop
disco.00087.wav.21,disco,disco
rock.00032.wav.26,rock,rock
classical.00072.wav.7,classical,classical
jazz.00019.wav.3,jazz,jazz
pop.00042.wav.27,pop,pop
pop.00079.wav.7,pop,pop
classical.00039.wav.21,classical,classical
country.00080.wav.12,country,country
hiphop.00040.wav.29,hiphop,pop
hiphop.00073.wav.11,hiphop,hiphop
jazz.00026.wav.26,jazz,jazz
rock.00024.wav.9,rock,rock
country.00080.wav.29,country,country
jazz.00025.wav.29,jazz,jazz
disco.00093.wav.22,disco,disco
classical.00043.wav.13,classical,classical
hiphop.00079.wav.12,hiphop,hiphop
reggae.00098.wav.16,reggae,reggae
blues.00071.wav.24,blues,blues
disco.00023.wav.3,disco,disco
reggae.00002.wav.22,reggae,reggae
pop.00001.wav.19,pop,pop
metal.00042.wav.8,metal,metal
reggae.00066.wav.21,reggae,reggae
reggae.00071.wav.4,reggae,reggae
pop.00027.wav.24,pop,pop
jazz.00017.wav.7,jazz,jazz
country.00053.wav.17,country,country
classical.00084.wav.21,classical,classical
country.00080.wav.25,country,country
blues.00005.wav.19,blues,blues
disco.00046.wav.14,disco,disco
country.00058.wav.13,country,country
disco.00066.wav.18,disco,disco
blues.00088.wav.12,blues,blues
country.00025.wav.3,country,classical
hiphop.00099.wav.6,hiphop,hiphop
blues.00071.wav.4,blues,blues
rock.00038.wav.12,rock,hiphop
hiphop.00072.wav.14,hiphop,hiphop
jazz.00044.wav.9,jazz,jazz
country.00023.wav.2,country,jazz
rock.00048.wav.1,rock,rock
jazz.00093.wav.20,jazz,jazz
hiphop.00043.wav.3,hiphop,hiphop
metal.00006.wav.23,metal,metal
classical.00030.wav.6,classical,classical
metal.00040.wav.7,metal,metal
disco.00092.wav.14,disco,disco
disco.00098.wav.21,disco,country
classical.00086.wav.7,classical,classical
metal.00009.wav.9,metal,metal
reggae.00086.wav.15,reggae,reggae
classical.00005.wav.11,classical,classical
disco.00006.wav.23,disco,disco
rock.00030.wav.0,rock,rock
rock.00075.wav.17,rock,rock
hiphop.00032.wav.27,hiphop,hiphop
metal.00071.wav.26,metal,metal
metal.00023.wav.18,metal,metal
hiphop.00032.wav.13,hiphop,disco
country.00050.wav.23,country,country
classical.00077.wav.19,classical,classical
hiphop.00049.wav.16,hiphop,hiphop
country.00081.wav.26,country,country
disco.00018.wav.28,disco,disco
jazz.00057.wav.29,jazz,jazz
rock.00065.wav.3,rock,rock
pop.00080.wav.17,pop,pop
classical.00063.wav.13,classical,classical
metal.00068.wav.24,metal,metal
blues.00086.wav.24,blues,blues
reggae.00023.wav.3,reggae,reggae
classical.00095.wav.16,classical,classical
pop.00031.wav.7,pop,pop
reggae.00070.wav.5,reggae,reggae
rock.00048.wav.6,rock,rock
rock.00094.wav.4,rock,rock
rock.00062.wav.10,rock,rock
pop.00057.wav.6,pop,pop
hiphop.00026.wav.20,hiphop,hiphop
jazz.00093.wav.25,jazz,jazz
metal.00044.wav.13,metal,metal
classical.00095.wav.11,classical,classical
hiphop.00013.wav.19,hiphop,hiphop
hiphop.00074.wav.4,hiphop,hiphop
country.00033.wav.9,country,country
rock.00075.wav.4,rock,rock
metal.00087.wav.18,metal,metal
reggae.00039.wav.0,reggae,reggae
metal.00012.wav.16,metal,metal
hiphop.00085.wav.22,hiphop,hiphop
hiphop.00085.wav.4,hiphop,hiphop
metal.00031.wav.12,metal,metal
pop.00005.wav.5,pop,pop
pop.00045.wav.13,pop,pop
blues.00052.wav.1,blues,blues
blues.00072.wav.1,blues,blues
pop.00008.wav.5,pop,pop
jazz.00010.wav.15,jazz,jazz
country.00072.wav.19,country,country
metal.00050.wav.24,metal,metal
country.00086.wav.21,country,country
jazz.00084.wav.3,jazz,jazz
rock.00096.wav.12,rock,rock
rock.00008.wav.25,rock,rock
disco.00074.wav.16,disco,disco
jazz.00005.wav.11,jazz,jazz
metal.00031.wav.29,metal,metal
hiphop.00046.wav.15,hiphop,hiphop
hiphop.00031.wav.0,hiphop,pop
pop.00012.wav.12,pop,country
hiphop.00051.wav.20,hiphop,hiphop
blues.00082.wav.21,blues,blues
disco.00091.wav.18,disco,disco
blues.00009.wav.5,blues,blues
country.00017.wav.18,country,country
country.00025.wav.21,country,country
classical.00081.wav.13,classical,classical
reggae.00010.wav.23,reggae,reggae
reggae.00082.wav.29,reggae,reggae
reggae.00094.wav.0,reggae,reggae
pop.00028.wav.23,pop,pop
classical.00056.wav.26,classical,classical
country.00053.wav.7,country,country
classical.00079.wav.22,classical,classical
jazz.00043.wav.6,jazz,jazz
jazz.00057.wav.16,jazz,pop
disco.00068.wav.21,disco,disco
rock.00033.wav.1,rock,rock
blues.00021.wav.4,blues,blues
jazz.00094.wav.19,jazz,jazz
country.00088.wav.1,country,country
jazz.00017.wav.15,jazz,jazz
metal.00063.wav.5,metal,metal
jazz.00087.wav.22,jazz,jazz
classical.00041.wav.17,classical,classical
blues.00026.wav.8,blues,blues
disco.00071.wav.28,disco,disco
hiphop.00089.wav.7,hiphop,hiphop
rock.00014.wav.10,rock,metal
blues.00066.wav.11,blues,blues
rock.00098.wav.9,rock,rock
rock.00056.wav.22,rock,rock
hiphop.00017.wav.6,hiphop,hiphop
hiphop.00088.wav.26,hiphop,hiphop
hiphop.00024.wav.18,hiphop,hiphop
hiphop.00006.wav.29,hiphop,hiphop
country.00036.wav.27,country,country
jazz.00019.wav.7,jazz,jazz
rock.00089.wav.27,rock,reggae
hiphop.00040.wav.19,hiphop,hiphop
blues.00084.wav.13,blues,blues
pop.00055.wav.12,pop,pop
blues.00036.wav.9,blues,blues
classical.00015.wav.28,classical,classical
blues.00044.wav.1,blues,blues
hiphop.00037.wav.0,hiphop,hiphop
reggae.00051.wav.13,reggae,reggae
hiphop.00020.wav.27,hiphop,hiphop
country.00028.wav.7,country,country
reggae.00063.wav.23,reggae,reggae
disco.00087.wav.16,disco,disco
metal.00056.wav.0,metal,metal
rock.00019.wav.26,rock,rock
blues.00098.wav.16,blues,blues
blues.00014.wav.15,blues,blues
reggae.00036.wav.9,reggae,reggae
classical.00056.wav.16,classical,classical
country.00075.wav.27,country,country
reggae.00028.wav.1,reggae,reggae
blues.00015.wav.13,blues,blues
disco.00066.wav.20,disco,disco
pop.00099.wav.9,pop,pop
pop.00075.wav.5,pop,pop
rock.00088.wav.19,rock,rock
hiphop.00096.wav.14,hiphop,hiphop
country.00087.wav.25,country,country
pop.00041.wav.24,pop,pop
hiphop.00015.wav.27,hiphop,hiphop
classical.00063.wav.8,classical,classical
reggae.00083.wav.26,reggae,reggae
country.00049.wav.15,country,classical
classical.00043.wav.18,classical,classical
pop.00001.wav.8,pop,pop
jazz.00067.wav.2,jazz,jazz
hiphop.00000.wav.23,hiphop,hiphop
blues.00047.wav.8,blues,blues
pop.00011.wav.12,pop,pop
country.00069.wav.18,country,rock
hiphop.00033.wav.17,hiphop,hiphop
disco.00031.wav.23,disco,disco
disco.00075.wav.7,disco,disco
pop.00071.wav.25,pop,pop
rock.00056.wav.5,rock,rock
country.00093.wav.3,country,country
hiphop.00028.wav.25,hiphop,hiphop
disco.00073.wav.17,disco,disco
country.00096.wav.4,country,country
hiphop.00002.wav.2,hiphop,hiphop
blues.00015.wav.11,blues,blues
country.00078.wav.17,country,country
hiphop.00054.wav.2,hiphop,hiphop
hiphop.00074.wav.0,hiphop,hiphop
blues.00043.wav.26,blues,blues
pop.00077.wav.28,pop,pop
blues.00009.wav.25,blues,blues
hiphop.00045.wav.11,hiphop,hiphop
jazz.00006.wav.3,jazz,jazz
hiphop.00094.wav.21,hiphop,hiphop
metal.00045.wav.6,metal,metal
reggae.00032.wav.11,reggae,reggae
country.00046.wav.18,country,country
reggae.00099.wav.25,reggae,reggae
rock.00062.wav.20,rock,rock
classical.00011.wav.23,classical,classical
pop.00068.wav.20,pop,pop
classical.00082.wav.9,classical,classical
pop.00097.wav.1,pop,pop
rock.00011.wav.27,rock,rock
jazz.00099.wav.13,jazz,jazz
metal.00090.wav.9,metal,metal
reggae.00082.wav.28,reggae,reggae
country.00066.wav.29,country,country
disco.00060.wav.3,disco,disco
jazz.00091.wav.4,jazz,jazz
country.00021.wav.18,country,country
metal.00006.wav.9,metal,metal
reggae.00059.wav.2,reggae,reggae
rock.00082.wav.7,rock,rock
jazz.00082.wav.24,jazz,jazz
metal.00087.wav.6,metal,metal
metal.00058.wav.23,metal,metal
rock.00005.wav.15,rock,rock
metal.00066.wav.19,metal,metal
blues.00089.wav.22,blues,country
blues.00070.wav.3,blues,blues
classical.00054.wav.11,classical,classical
classical.00090.wav.4,classical,classical
country.00060.wav.10,country,country
country.00088.wav.23,country,country
pop.00055.wav.4,pop,pop
disco.00069.wav.11,disco,disco
country.00047.wav.6,country,country
rock.00060.wav.17,rock,rock
rock.00063.wav.8,rock,rock
metal.00002.wav.12,metal,metal
hiphop.00083.wav.24,hiphop,hiphop
jazz.00049.wav.27,jazz,jazz
jazz.00046.wav.12,jazz,jazz
