codigo,dia,reproducciones
140,12,56101
140,13,33743
140,14,97590
140,15,91191
140,16,1584
140,17,45010
140,18,18953
140,19,35243
140,20,1210
140,21,39386
140,22,99568
140,23,87365
140,24,69586
140,25,32759
140,26,12959
140,27,72622
140,28,34376
140,29,77054
140,30,36064
141,1,95798
141,2,49590
141,3,44539
141,4,49590
141,5,92495
141,6,87326
141,7,14345
141,8,37903
141,9,68545
141,10,55650
141,11,17194
141,12,61323
141,13,96160
141,14,17964
141,15,67978
141,16,11183
141,17,2324
141,18,45508
141,19,52524
141,20,43793
141,21,80699
141,22,89844
141,23,49590
141,24,60889
141,25,49590
141,26,29510
141,27,30310
141,28,16663
141,29,256
141,30,67743
142,1,95708
142,2,94037
142,3,79998
142,4,47265
142,5,47265
142,6,68202
142,7,77678
142,8,47670
142,9,4087
142,10,35232
142,11,34427
142,12,7042
142,13,52800
142,14,21745
142,15,22840
142,16,69812
142,17,35289
142,18,66304
142,19,47265
142,20,57083
142,21,23163
142,22,47265
142,23,86884
142,24,13645
142,25,47265
142,26,7222
142,27,18163
142,28,38569
142,29,47265
142,30,95718
143,1,85293
143,2,50538
143,3,52193
143,4,31103
143,5,86961
143,6,88554
143,7,16121
143,8,13342
143,9,65795
143,10,27552
143,11,50346
143,12,66378
143,13,11975
143,14,20584
143,15,60587
143,16,71724
143,17,36356
143,18,83351
143,19,56566
143,20,26654
143,21,23599
143,22,46907
143,23,50538
143,24,13915
143,25,9946
143,26,93087
143,27,63266
143,28,58368
143,29,10287
143,30,76424
144,1,53315
144,2,76371
144,3,83343
144,4,7443
144,5,18754
144,6,15491
144,7,46033
144,8,25998
144,9,96715
144,10,51251
144,11,30609
144,12,98449
144,13,29776
144,14,43741
144,15,25406
144,16,52281
144,17,14871
144,18,1860
144,19,56344
144,20,24385
144,21,46608
144,22,46065
144,23,57969
144,24,96109
144,25,4536
144,26,1970
144,27,54750
144,28,57293
144,29,18399
144,30,48068
145,1,3031
145,2,86664
145,3,91974
145,4,1496
145,5,14244
145,6,87013
145,7,85235
145,8,66223
145,9,57217
145,10,62736
145,11,16189
145,12,20408
145,13,28835
145,14,57217
145,15,12820
145,16,59316
145,17,90947
145,18,35153
145,19,33424
145,20,40816
145,21,58287
145,22,51777
145,23,4953
145,24,76089
145,25,19642
145,26,78920
145,27,17088
145,28,64415
145,29,67260
145,30,93248
146,1,63499
146,2,52308
146,3,52308
146,4,71078
146,5,52308
146,6,77229
146,7,28616
146,8,78513
146,9,10766
146,10,57812
146,11,7515
146,12,8118
146,13,31859
146,14,8420
146,15,5248
146,16,95438
146,17,10040
146,18,44283
146,19,86905
146,20,49192
146,21,70897
146,22,62138
146,23,56803
146,24,8738
146,25,52308
146,26,52308
146,27,74807
146,28,16164
146,29,52308
146,30,71125
147,1,21538
147,2,66389
147,3,94859
147,4,76317
147,5,91060
147,6,58046
147,7,40690
147,8,17165
147,9,58893
147,10,14564
147,11,61236
147,12,53983
147,13,72150
147,14,91794
147,15,10425
147,16,58893
147,17,20574
147,18,11640
147,19,19397
147,20,4101
147,21,69687
147,22,34715
147,23,58893
147,24,38409
147,25,58893
147,26,77661
147,27,75084
147,28,82093
147,29,59741
147,30,99963
148,1,59858
148,2,20616
148,3,48366
148,4,8179
148,5,99904
148,6,42591
148,7,100
148,8,45291
148,9,9306
148,10,92693
148,11,31675
148,12,94720
148,13,40575
148,14,60742
148,15,91911
148,16,32956
148,17,55125
148,18,55125
148,19,84542
148,20,27422
148,21,55125
148,22,89650
148,23,99557
148,24,78145
148,25,97030
148,26,78603
148,27,52063
148,28,69966
148,29,47625
148,30,55125
149,1,83691
149,2,94379
149,3,38641
149,4,30596
149,5,48846
149,6,16115
149,7,537
149,8,8330
149,9,10473
149,10,46343
149,11,62108
149,12,65839
149,13,72929
149,14,4037
149,15,2532
149,16,77644
149,17,96723
149,18,30595
149,19,22008
149,20,38263
149,21,28009
149,22,69885
149,23,18533
149,24,17678
149,25,95232
149,26,40518
149,27,68485
149,28,83183
149,29,42574
149,30,31661
150,1,43799
150,2,1573
150,3,53778
150,4,24483
150,5,47960
150,6,48921
150,7,39526
150,8,43437
150,9,47960
150,10,49041
150,11,80509
150,12,34213
150,13,74169
150,14,85912
150,15,14256
150,16,48065
150,17,52284
150,18,47399
150,19,62433
150,20,16192
150,21,12952
150,22,33524
150,23,17809
150,24,90644
150,25,94787
150,26,86139
150,27,2020
150,28,93400
150,29,63408
150,30,45688
151,1,34673
151,2,30066
151,3,84073
151,4,29693
151,5,24967
151,6,48871
151,7,48871
151,8,76216
151,9,87584
151,10,68513
151,11,50022
151,12,8
151,13,70451
151,14,84699
151,15,64932
151,16,86515
151,17,75018
151,18,77302
151,19,31783
151,20,70019
151,21,46998
151,22,47721
151,23,10161
151,24,35700
151,25,16993
151,26,59140
151,27,48871
151,28,48871
151,29,32034
151,30,8187
152,1,59368
152,2,39508
152,3,61853
152,4,35706
152,5,98246
152,6,14062
152,7,50462
152,8,78562
152,9,49026
152,10,50460
152,11,29541
152,12,78116
152,13,11196
152,14,74239
152,15,94910
152,16,84786
152,17,24683
152,18,26490
152,19,68459
152,20,4916
152,21,58872
152,22,88434
152,23,84331
152,24,32519
152,25,94770
152,26,49242
152,27,54667
152,28,54667
152,29,29180
152,30,70070
153,1,35125
153,2,11790
153,3,3145
153,4,70362
153,5,50529
153,6,60616
153,7,67762
153,8,934
153,9,99006
153,10,38104
153,11,86301
153,12,69373
153,13,56497
153,14,75889
153,15,69449
153,16,14930
153,17,81599
153,18,9786
153,19,91775
153,20,27305
153,21,71578
153,22,48798
153,23,84758
153,24,54352
153,25,13958
153,26,61187
153,27,66495
153,28,9269
153,29,56497
153,30,54314
154,1,25755
154,2,85109
154,3,12038
154,4,87152
154,5,16268
154,6,76769
154,7,30673
154,8,1603
154,9,60699
154,10,52818
154,11,60995
154,12,36955
154,13,76118
154,14,53530
154,15,24991
154,16,19915
154,17,84354
154,18,63349
154,19,90400
154,20,83935
154,21,83236
154,22,64710
154,23,7223
154,24,70010
154,25,47820
154,26,70846
154,27,40146
154,28,54820
154,29,54820
154,30,15522
155,1,19438
155,2,72696
155,3,60036
155,4,16074
155,5,56663
155,6,92126
155,7,67786
155,8,64240
155,9,66167
155,10,76363
155,11,65852
155,12,72077
155,13,96133
155,14,79297
155,15,26590
155,16,70991
155,17,89321
155,18,65852
155,19,50400
155,20,89274
155,21,9682
155,22,74945
155,23,18821
155,24,95929
155,25,6212
155,26,61472
155,27,47511
155,28,57278
155,29,66595
155,30,65379
156,1,50265
156,2,99406
156,3,68127
156,4,46348
156,5,86175
156,6,60664
156,7,86665
156,8,23589
156,9,71338
156,10,17266
156,11,81016
156,12,90931
156,13,98827
156,14,14693
156,15,93720
156,16,1272
156,17,71944
156,18,86252
156,19,25211
156,20,99697
156,21,20352
156,22,51587
156,23,33574
156,24,96735
156,25,84966
156,26,70608
156,27,39271
156,28,3379
156,29,26333
156,30,12840
157,1,42243
157,2,48778
157,3,34105
157,4,51683
157,5,10879
157,6,86203
157,7,42454
157,8,88130
157,9,8370
157,10,30926
157,11,702
157,12,20746
157,13,27473
157,14,71153
157,15,8670
157,16,16035
157,17,53084
157,18,36535
157,19,36735
157,20,11162
157,21,9800
157,22,97923
157,23,92313
157,24,32271
157,25,51739
157,26,88148
157,27,55469
157,28,36735
157,29,68493
157,30,7807
158,1,48037
158,2,25977
158,3,52521
158,4,42500
158,5,46318
158,6,48037
158,7,87885
158,8,85528
158,9,71192
158,10,87797
158,11,47281
158,12,24368
158,13,72371
158,14,72504
158,15,11866
158,16,93947
158,17,11886
158,18,48037
158,19,85312
158,20,87131
158,21,28508
158,22,67158
158,23,3968
158,24,25724
158,25,28410
158,26,48037
158,27,31754
158,28,32501
158,29,69221
158,30,95215
159,1,64531
159,2,64531
159,3,81175
159,4,64888
159,5,2190
159,6,90916
159,7,27230
159,8,77323
159,9,42060
159,10,26279
159,11,21453
159,12,99366
159,13,13330
159,14,25830
159,15,67909
159,16,39312
159,17,64531
159,18,65436
159,19,85836
159,20,46680
159,21,64531
159,22,53717
159,23,99397
159,24,78343
159,25,54976
159,26,83162
159,27,30044
159,28,85137
159,29,37610
159,30,66118
160,1,71796
160,2,60651
160,3,11918
160,4,82357
160,5,48591
160,6,59708
160,7,48591
160,8,10870
160,9,36691
160,10,24071
160,11,25323
160,12,50372
160,13,13977
160,14,17865
160,15,9316
160,16,48591
160,17,56462
160,18,71446
160,19,17145
160,20,3849
160,21,61573
160,22,48866
160,23,76958
160,24,57253
160,25,1812
160,26,9103
160,27,58805
160,28,48591
160,29,36676
160,30,75651
161,1,21493
161,2,90874
161,3,56816
161,4,72371
161,5,9716
161,6,30196
161,7,12587
161,8,17101
161,9,96643
161,10,49841
161,11,62420
161,12,34945
161,13,64432
161,14,38438
161,15,45426
161,16,65727
161,17,45565
161,18,48230
161,19,1847
161,20,92193
161,21,11161
161,22,28853
161,23,62268
161,24,12309
161,25,29226
161,26,48909
161,27,1908
161,28,32152
161,29,20478
161,30,58006
162,1,91996
162,2,36320
162,3,71538
162,4,76315
162,5,22138
162,6,13874
162,7,53348
162,8,8297
162,9,2037
162,10,27390
162,11,13803
162,12,40715
162,13,82992
162,14,58553
162,15,89620
162,16,81392
162,17,31629
162,18,77398
162,19,53348
162,20,66390
162,21,54536
162,22,9522
162,23,78318
162,24,8093
162,25,14951
162,26,70778
162,27,8753
162,28,63253
162,29,86247
162,30,38949
163,1,26359
163,2,57877
163,3,10158
163,4,46528
163,5,77987
163,6,42942
163,7,45270
163,8,12547
163,9,18563
163,10,22944
163,11,43288
163,12,80069
163,13,67257
163,14,53713
163,15,21495
163,16,74697
163,17,26048
163,18,7400
163,19,18366
163,20,85789
163,21,27314
163,22,86130
163,23,4245
163,24,40231
163,25,61351
163,26,46225
163,27,19518
163,28,71632
163,29,14402
163,30,64188
164,1,11120
164,2,7051
164,3,70118
164,4,99763
164,5,18313
164,6,46041
164,7,87810
164,8,60829
164,9,84062
164,10,5702
164,11,59118
164,12,56309
164,13,76948
164,14,56309
164,15,34102
164,16,42222
164,17,30323
164,18,62198
164,19,89677
164,20,37119
164,21,86768
164,22,16485
164,23,56309
164,24,41324
164,25,56309
164,26,71092
164,27,63428
164,28,2400
164,29,54395
164,30,82083
165,1,33014
165,2,96768
165,3,55495
165,4,70895
165,5,48019
165,6,52864
165,7,26507
165,8,7272
165,9,24874
165,10,95964
165,11,79093
165,12,57959
165,13,76895
165,14,48445
165,15,37109
165,16,57891
165,17,9092
165,18,55451
165,19,46341
165,20,69249
165,21,91068
165,22,55407
165,23,63795
165,24,58594
165,25,55451
165,26,72067
165,27,47938
165,28,60459
165,29,14098
165,30,2998
166,1,25521
166,2,23849
166,3,15972
166,4,21055
166,5,4951
166,6,82369
166,7,50849
166,8,60029
166,9,73427
166,10,41311
166,11,33272
166,12,61142
166,13,59565
166,14,5064
166,15,307
166,16,67293
166,17,67378
166,18,56629
166,19,68057
166,20,95327
166,21,59565
166,22,17335
166,23,64132
166,24,61928
166,25,83558
166,26,10882
166,27,1003
166,28,97340
166,29,72521
166,30,88335
167,1,90971
167,2,47767
167,3,65961
167,4,76555
167,5,93563
167,6,77851
167,7,88343
167,8,65961
167,9,38037
167,10,40408
167,11,82754
167,12,73592
167,13,46729
167,14,52485
167,15,79536
167,16,76352
167,17,15237
167,18,45276
167,19,65961
167,20,869
167,21,54086
167,22,75035
167,23,13761
167,24,22775
167,25,65961
167,26,99545
167,27,52996
167,28,53873
167,29,86389
167,30,93713
168,1,99994
168,2,65099
168,3,99855
168,4,46079
168,5,14849
168,6,44955
168,7,12188
168,8,99845
168,9,33755
168,10,15519
168,11,20906
168,12,16703
168,13,38588
168,14,60672
168,15,92574
168,16,46079
168,17,4499
168,18,2563
168,19,77508
168,20,75745
168,21,15826
168,22,90205
168,23,91484
168,24,18643
168,25,46539
168,26,90613
168,27,86247
168,28,80099
168,29,44829
168,30,33574
169,1,71201
169,2,877
169,3,65586
169,4,82461
169,5,17630
169,6,26605
169,7,22321
169,8,1079
169,9,56171
169,10,3113
169,11,80671
169,12,83503
169,13,66098
169,14,29228
169,15,42712
169,16,41443
169,17,60352
169,18,33835
169,19,87456
169,20,8079
169,21,81746
169,22,7545
169,23,36834
169,24,69086
169,25,91898
169,26,70127
169,27,30370
169,28,7717
169,29,94486
169,30,7126
170,1,88566
170,2,85122
170,3,71966
170,4,6953
170,5,46539
170,6,71966
170,7,68496
170,8,86329
170,9,71966
170,10,59290
170,11,93482
170,12,24252
170,13,94696
170,14,72069
170,15,94236
170,16,17698
170,17,89108
170,18,64555
170,19,66895
170,20,93414
170,21,42490
170,22,53586
170,23,71966
170,24,93896
170,25,14742
170,26,97079
170,27,97210
170,28,5647
170,29,90397
170,30,52079
171,1,44190
171,2,91798
171,3,56180
171,4,54483
171,5,61699
171,6,18076
171,7,95409
171,8,55089
171,9,73765
171,10,8636
171,11,54483
171,12,54483
171,13,42405
171,14,2848
171,15,43094
171,16,40559
171,17,30605
171,18,82030
171,19,53878
171,20,81693
171,21,54483
171,22,31579
171,23,63968
171,24,5110
171,25,18815
171,26,82345
171,27,1654
171,28,91669
171,29,84978
171,30,76356
172,1,25343
172,2,18622
172,3,37296
172,4,43283
172,5,60542
172,6,84757
172,7,59165
172,8,95717
172,9,90651
172,10,80961
172,11,16757
172,12,42011
172,13,67028
172,14,22624
172,15,42011
172,16,33
172,17,45134
172,18,54117
172,19,77551
172,20,99655
172,21,27848
172,22,29482
172,23,40739
172,24,5096
172,25,25271
172,26,29107
172,27,18534
172,28,2533
172,29,80651
172,30,63138
173,1,6047
173,2,71870
173,3,14172
173,4,93472
173,5,21362
173,6,35854
173,7,20597
173,8,21181
173,9,75323
173,10,15385
173,11,21625
173,12,23396
173,13,26895
173,14,5989
173,15,64913
173,16,15361
173,17,7065
173,18,8323
173,19,35389
173,20,66651
173,21,26895
173,22,12237
173,23,30394
173,24,52363
173,25,94742
173,26,49473
173,27,35521
173,28,18142
173,29,94461
173,30,64659
174,1,15795
174,2,24036
174,3,18600
174,4,28387
174,5,77564
174,6,2033
174,7,44505
174,8,48571
174,9,36923
174,10,68926
174,11,41479
174,12,89224
174,13,88701
174,14,9571
174,15,41479
174,16,64174
174,17,89945
174,18,9734
174,19,33435
174,20,60492
174,21,14183
174,22,98677
174,23,1052
174,24,24755
174,25,30394
174,26,54325
174,27,97341
174,28,78042
174,29,50255
174,30,31771
175,1,3404
175,2,69954
175,3,92753
175,4,85355
175,5,26325
175,6,77167
175,7,20937
175,8,11641
175,9,81980
175,10,69000
175,11,45893
175,12,65401
175,13,36906
175,14,94960
175,15,87409
175,16,67200
175,17,80088
175,18,22794
175,19,23849
175,20,99540
175,21,77721
175,22,53868
175,23,94080
175,24,67200
175,25,62668
175,26,96612
175,27,60289
175,28,3691
175,29,91953
175,30,13765
176,1,34879
176,2,27938
176,3,99599
176,4,15959
176,5,30058
176,6,2577
176,7,24226
176,8,39458
176,9,56265
176,10,88792
176,11,26574
176,12,16997
176,13,6567
176,14,21801
176,15,7849
176,16,94457
176,17,82045
176,18,69261
176,19,92068
176,20,73400
176,21,54463
176,22,44037
176,23,34630
176,24,99996
176,25,59388
176,26,8026
176,27,66109
176,28,11559
176,29,39458
176,30,69239
177,1,16630
177,2,78002
177,3,69038
177,4,86914
177,5,22224
177,6,7184
177,7,87365
177,8,63206
177,9,53046
177,10,44589
177,11,20996
177,12,10794
177,13,63206
177,14,91038
177,15,59407
177,16,85487
177,17,40425
177,18,97482
177,19,80879
177,20,5185
177,21,78138
177,22,46810
177,23,91999
177,24,91660
177,25,23175
177,26,97996
177,27,40851
177,28,75527
177,29,59534
177,30,66878
178,1,93663
178,2,34110
178,3,14126
178,4,36357
178,5,2548
178,6,73046
178,7,77595
178,8,91168
178,9,28915
178,10,60636
178,11,75098
178,12,87050
178,13,39605
178,14,26475
178,15,53020
178,16,62201
178,17,39847
178,18,59522
178,19,20753
178,20,64616
178,21,25297
178,22,5567
178,23,15120
178,24,9841
178,25,10539
178,26,56078
178,27,39605
178,28,21774
178,29,96687
178,30,10166
179,1,5383
179,2,17514
179,3,30361
179,4,49650
179,5,44945
179,6,57664
179,7,92019
179,8,2723
179,9,19227
179,10,90087
179,11,96861
179,12,96265
179,13,67932
179,14,69105
179,15,9565
179,16,81912
179,17,84379
179,18,1676
179,19,29731
179,20,29642
179,21,47149
179,22,76381
179,23,87139
179,24,88112
179,25,51236
179,26,58121
179,27,71783
179,28,73195
179,29,24221
179,30,22241
180,1,59767
180,2,80016
180,3,58160
180,4,95097
180,5,99419
180,6,58160
180,7,56553
180,8,99411
180,9,94874
180,10,5022
180,11,62254
180,12,29673
180,13,16523
180,14,20294
180,15,9773
180,16,86651
180,17,21886
180,18,81631
180,19,2252
180,20,91457
180,21,53249
180,22,18990
180,23,28034
180,24,51488
180,25,72478
180,26,43466
180,27,58160
180,28,75487
180,29,95553
180,30,58160
181,1,1841
181,2,75618
181,3,14483
181,4,71993
181,5,99379
181,6,5794
181,7,56382
181,8,19628
181,9,72085
181,10,30555
181,11,62597
181,12,58486
181,13,10087
181,14,51885
181,15,70132
181,16,47428
181,17,56343
181,18,31737
181,19,7421
181,20,27250
181,21,51885
181,22,1281
181,23,73515
181,24,24454
181,25,14576
181,26,19821
181,27,84944
181,28,85198
181,29,87426
181,30,65136
182,1,47647
182,2,3593
182,3,47403
182,4,24639
182,5,53519
182,6,47403
182,7,21355
182,8,51765
182,9,65178
182,10,66071
182,11,87996
182,12,12217
182,13,97540
182,14,17892
182,15,64193
182,16,47403
182,17,93988
182,18,17723
182,19,47403
182,20,78358
182,21,16848
182,22,59100
182,23,59086
182,24,4482
182,25,5152
182,26,83412
182,27,7958
182,28,32286
182,29,11392
182,30,41955
183,1,72141
183,2,56941
183,3,41184
183,4,16319
183,5,95129
183,6,4299
183,7,43003
183,8,78760
183,9,23673
183,10,77241
183,11,53184
183,12,56941
183,13,62165
183,14,80190
183,15,76743
183,16,59713
183,17,69877
183,18,26203
183,19,83928
183,20,40605
183,21,6884
183,22,99393
183,23,65778
183,24,14548
183,25,86158
183,26,4612
183,27,81826
183,28,370
183,29,6299
183,30,4214
184,1,41136
184,2,86912
184,3,33252
184,4,66303
184,5,78487
184,6,81727
184,7,65449
184,8,3402
184,9,53616
184,10,80088
184,11,98757
184,12,11076
184,13,62036
184,14,66925
184,15,37369
184,16,50656
184,17,19466
184,18,50350
184,19,98406
184,20,51558
184,21,14635
184,22,32144
184,23,3498
184,24,82122
184,25,12847
184,26,4879
184,27,51558
184,28,7904
184,29,52390
184,30,80117
185,1,15574
185,2,83351
185,3,38369
185,4,61318
185,5,33091
185,6,37885
185,7,27111
185,8,59617
185,9,33091
185,10,26486
185,11,82151
185,12,8062
185,13,54072
185,14,53676
185,15,21881
185,16,11599
185,17,58985
185,18,4566
185,19,5868
185,20,78037
185,21,70800
185,22,18540
185,23,21256
185,24,78273
185,25,28297
185,26,85665
185,27,91017
185,28,4515
185,29,14374
185,30,18214
186,1,40526
186,2,61275
186,3,30929
186,4,57914
186,5,56075
186,6,49237
186,7,81927
186,8,56075
186,9,37051
186,10,82790
186,11,17022
186,12,26810
186,13,12699
186,14,58769
186,15,48139
186,16,75885
186,17,42208
186,18,68668
186,19,87424
186,20,22581
186,21,47711
186,22,56075
186,23,32731
186,24,58488
186,25,86638
186,26,68540
186,27,67280
186,28,87110
186,29,3828
186,30,56075
187,1,21909
187,2,50118
187,3,38288
187,4,62920
187,5,1856
187,6,5305
187,7,1922
187,8,90605
187,9,14562
187,10,5602
187,11,18224
187,12,85120
187,13,59897
187,14,31837
187,15,17429
187,16,8370
187,17,38288
187,18,28918
187,19,59392
187,20,21934
187,21,54906
187,22,53848
187,23,75001
187,24,92071
187,25,98510
187,26,35709
187,27,1069
187,28,67597
187,29,65464
187,30,47134
188,1,26216
188,2,7148
188,3,70595
188,4,27492
188,5,57299
188,6,72323
188,7,19690
188,8,22907
188,9,65184
188,10,99065
188,11,10120
188,12,11494
188,13,89553
188,14,63930
188,15,25469
188,16,5202
188,17,32328
188,18,89270
188,19,42700
188,20,58532
188,21,58016
188,22,72051
188,23,49044
188,24,13352
188,25,98312
188,26,51954
188,27,80663
188,28,76357
188,29,16
188,30,27301
189,1,43762
189,2,79676
189,3,8279
189,4,86621
189,5,23015
189,6,43762
189,7,9221
189,8,21401
189,9,30966
189,10,53307
189,11,85964
189,12,42045
189,13,91631
189,14,88980
189,15,10059
189,16,21188
189,17,8567
189,18,43218
189,19,70882
189,20,9759
189,21,44645
189,22,81469
189,23,43762
189,24,78717
189,25,2575
189,26,43762
189,27,92112
189,28,68045
189,29,27876
189,30,62112
190,1,94125
190,2,58188
190,3,42099
190,4,80023
190,5,3188
190,6,26001
190,7,99201
190,8,76532
190,9,16240
190,10,142
190,11,52675
190,12,25055
190,13,72146
190,14,45448
190,15,86252
190,16,92547
190,17,55576
190,18,31440
190,19,39046
190,20,96195
190,21,17954
190,22,88020
190,23,40933
190,24,85716
190,25,93369
190,26,3968
190,27,15489
190,28,96034
190,29,58522
190,30,69434
191,1,29818
191,2,4065
191,3,12260
191,4,75023
191,5,33414
191,6,73895
191,7,94235
191,8,57601
191,9,76539
191,10,2924
191,11,40979
191,12,38157
191,13,69370
191,14,33600
191,15,39192
191,16,28801
191,17,83987
191,18,55295
191,19,64367
191,20,99847
191,21,33362
191,22,38807
191,23,50423
191,24,57363
191,25,98038
191,26,57119
191,27,66253
191,28,6904
191,29,6509
191,30,54583
192,1,66137
192,2,87723
192,3,94910
192,4,98822
192,5,69130
192,6,50560
192,7,93184
192,8,69907
192,9,62062
192,10,74994
192,11,64199
192,12,95398
192,13,35238
192,14,97024
192,15,87263
192,16,72692
192,17,55827
192,18,56118
192,19,31680
192,20,93152
192,21,96870
192,22,90791
192,23,68753
192,24,13621
192,25,39685
192,26,44488
192,27,68376
192,28,50398
192,29,10815
192,30,68753
193,1,48968
193,2,83649
193,3,45255
193,4,49572
193,5,73921
193,6,17921
193,7,26629
193,8,45930
193,9,18675
193,10,25492
193,11,27035
193,12,33878
193,13,98419
193,14,44431
193,15,79965
193,16,30202
193,17,53022
193,18,78067
193,19,91624
193,20,54805
193,21,97261
193,22,17661
193,23,34653
193,24,93096
193,25,61363
193,26,32409
193,27,44580
193,28,45255
193,29,34957
193,30,14262
194,1,20799
194,2,57650
194,3,64407
194,4,78891
194,5,48145
194,6,86928
194,7,39903
194,8,80695
194,9,58063
194,10,42651
194,11,33677
194,12,43261
194,13,45640
194,14,47566
194,15,47855
194,16,27983
194,17,74692
194,18,83200
194,19,11384
194,20,92539
194,21,7605
194,22,20155
194,23,62256
194,24,22247
194,25,62602
194,26,15480
194,27,73765
194,28,47855
194,29,37962
194,30,94777
195,1,59705
195,2,55675
195,3,52990
195,4,78837
195,5,75199
195,6,22369
195,7,55895
195,8,40239
195,9,93441
195,10,1306
195,11,77295
195,12,58556
195,13,6327
195,14,88532
195,15,903
195,16,31569
195,17,24292
195,18,52990
195,19,18787
195,20,37249
195,21,73570
195,22,41985
195,23,79990
195,24,52990
195,25,99958
195,26,52990
195,27,21760
195,28,23265
195,29,23776
195,30,54615
196,1,14283
196,2,60713
196,3,60024
196,4,98304
196,5,81396
196,6,45285
196,7,60024
196,8,50173
196,9,82185
196,10,91627
196,11,23857
196,12,60024
196,13,20195
196,14,77118
196,15,57714
196,16,62646
196,17,35079
196,18,63979
196,19,59268
196,20,92033
196,21,48076
196,22,85090
196,23,60024
196,24,91404
196,25,50466
196,26,4000
196,27,6490
196,28,89688
196,29,82580
196,30,48872
197,1,75909
197,2,26076
197,3,98656
197,4,12393
197,5,63309
197,6,91193
197,7,82234
197,8,98388
197,9,33272
197,10,52318
197,11,81439
197,12,24620
197,13,27440
197,14,12420
197,15,86679
197,16,45336
197,17,75484
197,18,75164
197,19,26607
197,20,62605
197,21,77475
197,22,73550
197,23,63537
197,24,74357
197,25,91042
197,26,11826
197,27,82178
197,28,74357
197,29,94439
197,30,84443
198,1,92521
198,2,42034
198,3,52750
198,4,23044
198,5,40722
198,6,74951
198,7,29163
198,8,38877
198,9,90137
198,10,42869
198,11,61051
198,12,58678
198,13,82195
198,14,80896
198,15,9079
198,16,21879
198,17,1766
198,18,26236
198,19,70542
198,20,22320
198,21,40125
198,22,55360
198,23,3135
198,24,23420
198,25,33357
198,26,40125
198,27,66204
198,28,37591
198,29,9172
198,30,19033
199,1,26501
199,2,25171
199,3,8011
199,4,73220
199,5,80530
199,6,52397
199,7,45687
199,8,49483
199,9,19077
199,10,53359
199,11,32443
199,12,92718
199,13,20297
199,14,62798
199,15,50024
199,16,5092
199,17,50566
199,18,50024
199,19,18587
199,20,88190
199,21,87496
199,22,82440
199,23,3441
199,24,83604
199,25,45938
199,26,46309
199,27,76976
199,28,68839
199,29,10147
199,30,71655
200,1,96216
200,2,48910
200,3,68378
200,4,88334
200,5,66830
200,6,31711
200,7,5239
200,8,11608
200,9,94160
200,10,44336
200,11,12042
200,12,21492
200,13,74624
200,14,60599
200,15,53329
200,16,20067
200,17,40479
200,18,87699
200,19,46326
200,20,27076
200,21,85427
200,22,9146
200,23,88446
200,24,61447
200,25,91339
200,26,27181
200,27,98745
200,28,82919
200,29,22325
200,30,80151
201,1,50261
201,2,43265
201,3,89485
201,4,89017
201,5,80440
201,6,24286
201,7,84214
201,8,96918
201,9,47359
201,10,2081
201,11,23759
201,12,63366
201,13,17530
201,14,26115
201,15,54032
201,16,56390
201,17,11842
201,18,71316
201,19,38851
201,20,31786
201,21,69052
201,22,75709
201,23,1737
201,24,43729
201,25,87185
201,26,9467
201,27,97772
201,28,83711
201,29,38816
201,30,68438
202,1,20081
202,2,86487
202,3,87484
202,4,18249
202,5,20652
202,6,67183
202,7,98135
202,8,44538
202,9,51086
202,10,11266
202,11,98134
202,12,80725
202,13,79167
202,14,56687
202,15,54968
202,16,64218
202,17,91900
202,18,60033
202,19,63755
202,20,83253
202,21,60033
202,22,1579
202,23,96427
202,24,28515
202,25,1499
202,26,45135
202,27,80432
202,28,42234
202,29,82792
202,30,15711
203,1,83715
203,2,72037
203,3,81107
203,4,3775
203,5,20081
203,6,96702
203,7,11187
203,8,99245
203,9,56800
203,10,31235
203,11,36113
203,12,30200
203,13,49452
203,14,72037
203,15,85837
203,16,95526
203,17,68134
203,18,82361
203,19,91401
203,20,98668
203,21,44345
203,22,91363
203,23,14146
203,24,87683
203,25,79691
203,26,78143
203,27,75940
203,28,58093
203,29,53972
203,30,27561
204,1,85402
204,2,59836
204,3,23215
204,4,23417
204,5,81302
204,6,61590
204,7,96360
204,8,93389
204,9,7239
204,10,24293
204,11,35786
204,12,67113
204,13,47254
204,14,4505
204,15,32528
204,16,25909
204,17,68993
204,18,22821
204,19,19086
204,20,96086
204,21,95615
204,22,55558
204,23,7
204,24,8355
204,25,2108
204,26,81541
204,27,35786
204,28,56385
204,29,1277
204,30,31778
205,1,21426
205,2,80102
205,3,21305
205,4,90958
205,5,20200
205,6,52426
205,7,981
205,8,59428
205,9,81647
205,10,91984
205,11,58434
205,12,29431
205,13,86258
205,14,91526
205,15,98098
205,16,18700
205,17,90575
205,18,59948
205,19,70686
205,20,14216
205,21,72210
205,22,33499
205,23,66420
205,24,66020
205,25,12493
205,26,94761
205,27,92762
205,28,66020
205,29,20932
205,30,70468
206,1,37613
206,2,98287
206,3,56534
206,4,19456
206,5,9484
206,6,99984
206,7,75298
206,8,48694
206,9,14929
206,10,89793
206,11,48694
206,12,92034
206,13,46394
206,14,78166
206,15,72911
206,16,97660
206,17,74942
206,18,10767
206,19,5285
206,20,35479
206,21,9951
206,22,33062
206,23,87088
206,24,50995
206,25,97402
206,26,30049
206,27,9127
206,28,63403
206,29,16273
206,30,44315
207,1,52176
